id,status,authenticated,latitude,longitude,event_type,event_cause,corridor,zone,veh_type,start_datetime,hour,weekday,weekday_name,month,month_name,is_peak_hour,priority,priority_high,requires_road_closure,closed_datetime,duration_minutes,duration_bucket,junction,police_station,has_cargo_data,has_truck_age,has_junction,is_authenticated,cargo_material,reason_breakdown,age_of_truck,address
FKID006547,closed,True,12.9364185,77.6063347,planned,public_event,Non-corridor,South Zone 2,N/A,2023-12-06 21:39:34.405000+00:00,21,2,Wednesday,12,December,1,Low,0,0,,,,Marigowda-TavarkereRdJunc,Mico Layout,0,0,1,1,,,,"Hosur Road, Global Tech Park, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)"
FKID006548,closed,True,13.0103033,77.6977946,unplanned,water_logging,Non-corridor,East Zone 2,N/A,2023-12-06 21:53:00.406000+00:00,21,2,Wednesday,12,December,1,Low,0,0,,,,Devasandra(k r puram),K.R. Pura,0,0,1,1,,,,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
FKID006549,closed,True,13.0075342,77.5485942,unplanned,vehicle_breakdown,West of Chord Road,West Zone 1,ksrtc_bus,2023-12-06 22:02:27.485000+00:00,22,2,Wednesday,12,December,0,High,1,0,,,,MahalaxmiLayoutEntranceJunc,Rajajinagar,0,0,1,1,,,,"WOC Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
FKID006550,closed,True,12.9820333,77.5671933,unplanned,vehicle_breakdown,Non-corridor,Central Zone 2,ksrtc_bus,2023-12-06 22:44:02.127000+00:00,22,2,Wednesday,12,December,0,Low,0,0,,,,RRR(Okalipuram)Junction,Magadi Road,0,0,1,1,,,,"Old Mysore Road, Officers Quarters, MG Railway Colony, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)"
FKID006551,closed,True,13.1056933,77.6012567,unplanned,others,Bellary Road 2,North Zone 2,N/A,2023-12-06 22:56:00.669000+00:00,22,2,Wednesday,12,December,0,High,1,0,2023-12-09 20:55:09.908457+00:00,4199.15399095,Slow,KogilluCrossJunc,Yelahanka,0,0,1,1,,,,"Bellary Road, Krishnaja Avenue, Maruthi Nagar, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)"
FKID006552,closed,True,12.9413783,77.5975317,unplanned,vehicle_breakdown,Non-corridor,South Zone 2,lcv,2023-12-06 23:20:16.057000+00:00,23,2,Wednesday,12,December,0,Low,0,0,,,,NIMHANS Junction,Wilson Garden,0,0,1,1,,,,"Hosur Road, NIMHANS Junction, NIMHANS, Bengaluru, Karnataka. Pin-560029 (India)"
FKID006553,closed,True,12.9764557,77.5992382,unplanned,pot_holes,Old Madras Road,Central Zone 1,N/A,2023-12-06 19:31:24.495000+00:00,19,2,Wednesday,12,December,1,High,1,0,2024-03-07 06:35:10.532543+00:00,131703.76729238333,Slow,QueensStatueCircle,Cubbon Park,0,0,1,1,,,,"Sri ML Subbaraju Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID006554,closed,True,13.0038827,77.5499401,unplanned,vehicle_breakdown,West of Chord Road,West Zone 1,bmtc_bus,2023-12-07 00:01:49.603000+00:00,0,3,Thursday,12,December,0,High,1,0,,,,Rajajinagagr1stBlockJunction,Malleshwaram,0,0,1,1,,,,"19th Main Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
FKID006555,closed,True,13.0187672,77.5576035,unplanned,vehicle_breakdown,Tumkur Road,West Zone 2,bmtc_bus,2023-12-07 01:18:23.446000+00:00,1,3,Thursday,12,December,0,High,1,0,2023-12-07 02:40:32.213934+00:00,82.14613223333335,Fast,YeshwanthpuraCircle,Yeshwanthpura,0,0,1,1,,,,"Subedar Chatram Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
FKID006556,closed,True,13.0286172,77.6315961,unplanned,vehicle_breakdown,Airport New South Road,North Zone 1,bmtc_bus,2023-12-07 01:57:58.169000+00:00,1,3,Thursday,12,December,0,High,1,0,,,,HennurRoad-ORR Junc,K.G. Halli,0,0,1,1,,,,"MBT Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
FKID006557,closed,True,13.0284821,77.6316321,unplanned,vehicle_breakdown,Airport New South Road,North Zone 1,bmtc_bus,2023-12-07 02:01:09.893000+00:00,2,3,Thursday,12,December,0,High,1,0,2023-12-07 03:42:01.324500+00:00,100.85719166666667,Medium,HennurRoad-ORR Junc,K.G. Halli,0,0,1,1,,,,"MBT Road, Grace Town, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)"
FKID006558,closed,True,13.0423424,77.5147078,unplanned,vehicle_breakdown,Tumkur Road,West Zone 1,lcv,2023-12-07 02:05:53.038000+00:00,2,3,Thursday,12,December,0,High,1,0,,,,Chokasandra (Tumkur road),Peenya,0,0,1,1,,,,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
FKID006559,closed,True,13.0454566,77.5074545,unplanned,vehicle_breakdown,Tumkur Road,North Zone 2,bmtc_bus,2023-12-07 02:08:43.818000+00:00,2,3,Thursday,12,December,0,High,1,0,,,,HesaraghattaJunction,Chikkabanavara,0,0,1,1,,,,"Hesaraghatta Main Road, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
FKID006560,closed,True,13.0537964,77.5933894,unplanned,vehicle_breakdown,Bellary Road 1,North Zone 1,others,2023-12-07 02:36:58.779000+00:00,2,3,Thursday,12,December,0,High,1,0,,,,KodigehalliCross,Kodigehalli,0,0,1,1,,,,"Bellary Road, Godrej Platinum, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
FKID006561,closed,True,13.0537775,77.593432,unplanned,vehicle_breakdown,Bellary Road 1,North Zone 1,others,2023-12-07 02:39:26.827000+00:00,2,3,Thursday,12,December,0,High,1,0,,,,KodigehalliCross,Kodigehalli,0,0,1,1,,,,"Bellary Road, Godrej Platinum, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)"
FKID006562,closed,True,12.9064117,77.5438583,unplanned,vehicle_breakdown,Non-corridor,South Zone 1,bmtc_bus,2023-12-07 02:48:08.743000+00:00,2,3,Thursday,12,December,0,Low,0,0,,,,UttarahalliJunction,K.S. Layout,0,0,1,1,,,,"Subramanyapura Main Road, Veerappa Layout, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
FKID006563,closed,True,12.9329825,77.6882706,unplanned,vehicle_breakdown,ORR East 1,East Zone 1,bmtc_bus,2023-12-07 03:01:58.218000+00:00,3,3,Thursday,12,December,0,High,1,0,,,,Deverabeesanahalli-ORR Junc,HAL Old Airport,0,0,1,1,,,,"Outer Ring Road, Vaswani Melrose, Chandana, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
FKID006564,closed,True,13.0452492,77.507926,unplanned,vehicle_breakdown,Tumkur Road,North Zone 2,heavy_vehicle,2023-12-07 03:10:22.772000+00:00,3,3,Thursday,12,December,0,High,1,0,,,,HesaraghattaJunction,Chikkabanavara,0,0,1,1,,,,"Mumbai Bengaluru Highway, Hesarughatta, T Dasarahalli, Bengaluru, Karnataka. Pin-560073 (India)"
FKID006565,closed,True,12.9570831,77.7004329,unplanned,vehicle_breakdown,Varthur Road,East Zone 1,bmtc_bus,2023-12-07 04:04:05.356000+00:00,4,3,Thursday,12,December,0,High,1,0,2023-12-07 04:15:10.625512+00:00,11.0878252,Fast,MaratahalliBridgeJunc,HAL Old Airport,0,0,1,1,,,,"1st Cross Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID006566,closed,True,12.9923012,77.7160412,unplanned,others,Non-corridor,East Zone 1,N/A,2023-12-07 04:14:11.586000+00:00,4,3,Thursday,12,December,0,Low,0,0,2023-12-07 04:53:26.657514+00:00,39.2511919,Fast,HoodiJunction,Mahadevapura,0,0,1,1,,,,"Whitefield Road, Hoodi Circle, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)"
FKID006567,closed,True,12.9668138,77.6205865,unplanned,vehicle_breakdown,Non-corridor,Central Zone 1,taxi,2023-12-07 04:14:35.656000+00:00,4,3,Thursday,12,December,0,Low,0,0,,,,ASC Junction,Halasur,0,0,1,1,,,,"Old Airport Road, ASC Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
FKID006568,closed,True,12.8945185,77.598201,unplanned,accident,Bannerghata Road,South Zone 2,N/A,2023-12-07 19:49:18.017000+00:00,19,3,Thursday,12,December,1,High,1,0,,,,ArakereGateJunc,J.P. Nagar,0,0,1,1,,,,"3rd Cross Road, Adarsh Rhythm, Panduranga Nagar, Bengaluru, Karnataka. Pin-560076 (India)"
FKID006569,resolved,True,13.0179155,77.5563817,unplanned,vehicle_breakdown,CBD 2,West Zone 2,bmtc_bus,2023-12-07 04:19:18.378000+00:00,4,3,Thursday,12,December,0,High,1,0,,,,YeshwanthpuraCircle,Shivajinagar,0,0,1,1,,,,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
FKID006570,resolved,True,13.0178929,77.5562632,unplanned,vehicle_breakdown,CBD 2,West Zone 2,bmtc_bus,2023-12-07 04:20:49.585000+00:00,4,3,Thursday,12,December,0,High,1,0,,,,YeshwanthpuraCircle,Shivajinagar,0,0,1,1,,,,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
FKID006571,closed,True,12.9761508,77.6016943,unplanned,vehicle_breakdown,Old Madras Road,Central Zone 1,bmtc_bus,2023-12-07 04:22:06.574000+00:00,4,3,Thursday,12,December,0,High,1,0,,,,AnilKumbleCircle,Cubbon Park,0,0,1,1,,,,"St Marks Road, Anil Kumble Chowk, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID006572,closed,True,12.9639082,77.5819049,unplanned,vehicle_breakdown,Mysore Road,Central Zone 2,lcv,2023-12-07 04:25:28.465000+00:00,4,3,Thursday,12,December,0,High,1,0,2023-12-07 04:27:59.841250+00:00,2.5229375,Fast,ShivajiTalkiesJunc,Halasuru Gate,0,0,1,1,,,,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
FKID006573,closed,True,12.9634157,77.5835349,unplanned,vehicle_breakdown,Mysore Road,Central Zone 2,bmtc_bus,2023-12-07 04:29:29.309000+00:00,4,3,Thursday,12,December,0,High,1,0,2023-12-07 05:30:08.966123+00:00,60.66095205,Fast,TownhallJunction,Halasuru Gate,0,0,1,1,,,,"Sri Narasimha Raj Wadiyar Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
FKID006574,closed,True,12.9949399,77.6081378,unplanned,vehicle_breakdown,Non-corridor,North Zone 1,lcv,2023-12-07 04:42:00.239000+00:00,4,3,Thursday,12,December,0,Low,0,0,,,,HainsJunc,Pulikeshinagar(F.Town),0,0,1,1,,,,"Haines Road, Prestige Deja Vu, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
FKID006575,resolved,True,13.0176661,77.5560062,unplanned,vehicle_breakdown,CBD 2,West Zone 2,bmtc_bus,2023-12-07 04:47:53.659000+00:00,4,3,Thursday,12,December,0,High,1,0,,,,YeshwanthpuraCircle,Shivajinagar,0,0,1,1,,,,"Yeshwanthpura TTMC Bus Stand Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
FKID006576,closed,True,12.9594013,77.7012209,unplanned,vehicle_breakdown,Varthur Road,East Zone 1,lcv,2023-12-07 05:00:41.432000+00:00,5,3,Thursday,12,December,1,High,1,0,,,,MaratahalliBridgeJunc,HAL Old Airport,0,0,1,1,,,,"Marathahalli Underpass, Ramanjaneya Layout, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID006577,closed,True,12.99452,77.6051983,unplanned,vehicle_breakdown,Non-corridor,Central Zone 2,private_bus,2023-12-07 08:05:08.769000+00:00,8,3,Thursday,12,December,1,Low,0,0,,,,HainsJunc,R.T. Nagar,0,0,1,1,,,,"Bore Bank Road, Surya Kiran Chandra Kiran Apartments, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
FKID006578,closed,True,12.9629602,77.6417244,unplanned,road_conditions,Old Airport Road,Central Zone 1,N/A,2023-12-07 09:13:05.397000+00:00,9,3,Thursday,12,December,1,High,1,0,2023-12-07 22:07:03.007063+00:00,773.9601677166667,Medium,DomlurWaterTank,Jeevanbheemanagar,0,0,1,1,,,,"Domlur Inner Ring Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
FKID006579,active,True,13.0394681,77.5897755,unplanned,construction,Bellary Road 1,North Zone 2,N/A,2023-12-07 13:02:53.774000+00:00,13,3,Thursday,12,December,0,High,1,1,,,,HebbalFlyoverJunc,Hebbala,0,0,1,1,,,,"Bellary Road, Khaneshumaari, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
FKID006580,closed,True,13.0290884,77.5427061,unplanned,vehicle_breakdown,Tumkur Road,West Zone 1,heavy_vehicle,2023-12-07 19:26:18.279000+00:00,19,3,Thursday,12,December,1,High,1,0,,,,GoruguntepalyaJunc,Yeshwanthpura,0,0,1,1,,,,"Raghavendra Rao Road, RNS Shanthi Nivas, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
FKID006581,closed,True,12.9364366,77.6063688,planned,public_event,Non-corridor,South Zone 2,N/A,2023-12-07 21:12:33.562000+00:00,21,3,Thursday,12,December,1,Low,0,0,,,,Marigowda-TavarkereRdJunc,Mico Layout,0,0,1,1,,,,"Hosur Road, Bren Optimus, Dairy Colony, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)"
FKID006582,closed,True,12.919942,77.5624417,unplanned,vehicle_breakdown,ORR West 1,South Zone 1,heavy_vehicle,2023-12-07 21:25:08.157000+00:00,21,3,Thursday,12,December,1,High,1,0,,,,DevegowdaPetrolBunkJunc,Banashankari,0,0,1,1,,,,"Dr Rajkumar Puniya Bhoomi Road, Ashwini Vasundhara Apartment, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
FKID006583,closed,True,12.9794464,77.5912522,unplanned,vehicle_breakdown,Non-corridor,Central Zone 2,private_car,2023-12-07 21:40:52.629000+00:00,21,3,Thursday,12,December,1,Low,0,0,,,,GopalGowdaJUnc,Cubbon Park,0,0,1,1,,,,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID006584,closed,True,12.9787147,77.5914034,unplanned,vehicle_breakdown,Non-corridor,Central Zone 2,private_car,2023-12-07 21:44:26.529000+00:00,21,3,Thursday,12,December,1,Low,0,0,,,,GopalGowdaJUnc,Cubbon Park,0,0,1,1,,,,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID006585,closed,True,12.9882925,77.731744,unplanned,vehicle_breakdown,Non-corridor,East Zone 1,bmtc_bus,2023-12-07 21:46:38.220000+00:00,21,3,Thursday,12,December,1,Low,0,1,,,,BigBazaar(Whitefield)Junc,Mahadevapura,0,0,1,1,,,,"Whitefield Road, Primeco Union City, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
FKID006586,closed,True,13.010332,77.6977171,unplanned,water_logging,Non-corridor,East Zone 2,N/A,2023-12-07 21:52:30.433000+00:00,21,3,Thursday,12,December,1,Low,0,1,,,,Devasandra(k r puram),K.R. Pura,0,0,1,1,,,,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
FKID006587,closed,True,12.9579126,77.5536923,unplanned,others,Mysore Road,Central Zone 2,N/A,2023-12-07 22:00:54.608000+00:00,22,3,Thursday,12,December,0,High,1,0,2023-12-10 01:23:53.319311+00:00,3082.9785218499997,Slow,toll gate mysore road,Chamarajpet,0,0,1,1,,,,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)"
FKID006588,closed,True,13.0144727,77.5836984,unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,bmtc_bus,2023-12-07 22:48:00.651000+00:00,22,3,Thursday,12,December,0,High,1,0,2023-12-07 23:59:05.844012+00:00,71.08655019999999,Fast,MekhriCircle,Sadashivanagar,0,0,1,1,,,,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)"
FKID006589,closed,True,12.9846924,77.5723255,unplanned,vehicle_breakdown,Non-corridor,Central Zone 2,bmtc_bus,2023-12-07 22:56:21.491000+00:00,22,3,Thursday,12,December,0,Low,0,0,,,,KrishnaFlourMill,Sheshadripuram,0,0,1,1,,,,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)"
FKID006590,closed,True,12.9821704,77.5951415,unplanned,vehicle_breakdown,CBD 2,Central Zone 2,bmtc_bus,2023-12-07 22:57:40.951000+00:00,22,3,Thursday,12,December,0,High,1,0,2023-12-07 23:09:28.473982+00:00,11.7920497,Fast,PoliceTimmaiahCircle(GPO),Cubbon Park,0,0,1,1,,,,"Vidhan Vidhi Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID006591,closed,True,13.032092,77.6216355,unplanned,vehicle_breakdown,Non-corridor,North Zone 1,bmtc_bus,2023-12-07 23:20:17.070000+00:00,23,3,Thursday,12,December,0,Low,0,0,,,,GovindapuraCross,K.G. Halli,0,0,1,1,,,,"APJ Abdul Kalam Road, Sri Muthu Mariyamma Circle, Govindpura, Bengaluru, Karnataka. Pin-560045 (India)"
FKID006592,active,True,13.0415656,77.6135358,unplanned,others,ORR North 1,North Zone 1,N/A,2023-12-08 00:06:03.314000+00:00,0,4,Friday,12,December,0,High,1,0,,,,"VeerannapalyaJunction(BEL,HO)",K.G. Halli,0,0,1,1,,,,"Veeranapalaya Main Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
FKID006593,closed,True,12.9556341,77.7155545,planned,construction,Varthur Road,East Zone 1,N/A,2023-12-08 00:09:53.928000+00:00,0,4,Friday,12,December,0,High,1,0,,,,KundanahalliGateJunc,Whitefield,0,0,1,1,,,,"HAL Airport Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID006594,closed,True,12.9563482,77.7148885,planned,construction,Varthur Road,East Zone 1,N/A,2023-12-08 00:14:27.178000+00:00,0,4,Friday,12,December,0,High,1,0,,,,KundanahalliGateJunc,HAL Old Airport,0,0,1,1,,,,"ITPL Main Road, Kundanahalli Gate Junction, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID006595,closed,True,12.8535988,77.666219,unplanned,accident,Non-corridor,Unknown,N/A,2023-12-08 00:40:50.005000+00:00,0,4,Friday,12,December,0,Low,0,0,,,,ElectronicCityGate-2Junc,Electronic City,0,0,1,1,,,,"Electronics City Flyover, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
FKID006596,closed,True,12.9670383,77.6213517,unplanned,vehicle_breakdown,Non-corridor,Central Zone 1,heavy_vehicle,2023-12-08 00:58:34.653000+00:00,0,4,Friday,12,December,0,Low,0,0,2023-12-08 01:28:19.686042+00:00,29.7505507,Fast,ASC Junction,Halasur,0,0,1,1,,,,"Old Airport Road, ASC Junction, Agaram, Bengaluru, Karnataka. Pin-560007 (India)"
FKID006597,closed,True,12.9121191,77.4846636,unplanned,others,Mysore Road,West Zone 1,N/A,2023-12-08 01:09:54.086000+00:00,1,4,Friday,12,December,0,High,1,1,2023-12-08 01:40:03.955062+00:00,30.164484366666667,Fast,MysoreRd--MadhuPetrolBunkJunction,Kengeri,0,0,1,1,,,,"Mysore Road, Anchekere, Kengeri, Bengaluru, Karnataka. Pin-560060 (India)"
FKID006598,closed,True,12.9720741,77.6070253,unplanned,vehicle_breakdown,Mysore Road,Central Zone 1,bmtc_bus,2023-12-08 01:20:19.219000+00:00,1,4,Friday,12,December,0,High,1,0,,,,OperaHouseJunc,Ashok Nagar,0,0,1,1,,,,"Brigade Road, Brigade Road Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
FKID006599,closed,True,13.0189936,77.7075788,unplanned,vehicle_breakdown,Non-corridor,East Zone 2,heavy_vehicle,2023-12-08 01:58:02.820000+00:00,1,4,Friday,12,December,0,Low,0,0,2023-12-08 04:32:14.910067+00:00,154.20150111666666,Medium,TC Palya-OM RoadJunc,K.R. Pura,0,0,1,1,,,,"MBT Road, Gina Shalom, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
FKID006600,closed,True,12.9351101,77.6244937,unplanned,others,IRR(Thanisandra road),South Zone 2,N/A,2023-12-08 02:23:09.635000+00:00,2,4,Friday,12,December,0,High,1,0,2024-01-13 05:49:04.087371+00:00,52045.907539516666,Slow,Jaipuria-Adugodi,Adugodi,0,0,1,1,,,,"8th Main Road, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
FKID006601,closed,True,12.9882997,77.5093716,unplanned,vehicle_breakdown,Magadi Road,West Zone 1,others,2023-12-08 02:35:00.451000+00:00,2,4,Friday,12,December,0,High,1,0,,,,Srigandakaval,Kamakshipalya,0,0,1,1,,,,"Magadi Main Road, ASB Industrial Layout, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
FKID006602,closed,True,13.0416559,77.613576,unplanned,road_conditions,ORR North 1,North Zone 1,N/A,2023-12-08 02:59:46.107000+00:00,2,4,Friday,12,December,0,High,1,0,2023-12-09 02:08:46.129864+00:00,1389.0003810666667,Medium,"VeerannapalyaJunction(BEL,HO)",K.G. Halli,0,0,1,1,,,,"1st Main Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)"
FKID006603,closed,True,13.018122,77.6578346,unplanned,vehicle_breakdown,ORR North 1,East Zone 2,others,2023-12-08 03:17:53.373000+00:00,3,4,Friday,12,December,0,High,1,0,,,,HoramavuJunction,Banaswadi,0,0,1,1,,,,"MBT Road, Ramaswamy Reddy Layout, Bengaluru, Karnataka. Pin-560043 (India)"
FKID006604,closed,True,13.0181804,77.5837847,unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,bmtc_bus,2023-12-08 03:25:03.841000+00:00,3,4,Friday,12,December,0,High,1,0,2023-12-08 03:45:22.383100+00:00,20.309034999999998,Fast,MekhriCircle,Sadashivanagar,0,0,1,1,,,,"Bellary Road, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
FKID006605,closed,True,12.9154183,77.5654563,unplanned,vehicle_breakdown,ORR West 1,South Zone 1,heavy_vehicle,2023-12-08 04:01:17.122000+00:00,4,4,Friday,12,December,0,High,1,0,2023-12-08 05:47:22.154002+00:00,106.0838667,Medium,KadirenahalliJunction,Banashankari,0,0,1,1,,,,"Dr Rajkumar Puniya Bhoomi Road, Bhawani Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
FKID006606,closed,True,12.9633886,77.5834722,unplanned,vehicle_breakdown,Mysore Road,Central Zone 2,private_bus,2023-12-08 04:19:34.845000+00:00,4,4,Friday,12,December,0,High,1,1,,,,TownhallJunction,Halasuru Gate,0,0,1,1,,,,"MR Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
FKID006607,active,True,12.9154494,77.565348,unplanned,others,ORR West 1,South Zone 1,N/A,2023-12-08 04:41:37.254000+00:00,4,4,Friday,12,December,0,High,1,0,,,,KadirenahalliJunction,Banashankari,0,0,1,1,,,,"Dr Rajkumar Puniya Bhoomi Road, Bhawani Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
FKID006608,closed,True,13.0223223,77.5512338,unplanned,vehicle_breakdown,Tumkur Road,West Zone 1,heavy_vehicle,2023-12-08 04:52:21.929000+00:00,4,4,Friday,12,December,0,High,1,0,2023-12-08 05:29:06.482187+00:00,36.74255311666666,Fast,TumkurRdMarappanapalyaJunc,Yeshwanthpura,0,0,1,1,,,,"Mumbai Bengaluru Highway, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
FKID006609,closed,True,13.0290894,77.5405327,unplanned,vehicle_breakdown,Tumkur Road,West Zone 1,lcv,2023-12-08 05:30:51.353000+00:00,5,4,Friday,12,December,1,High,1,0,2023-12-08 06:13:51.513583+00:00,43.00267638333333,Fast,GoruguntepalyaJunc,Yeshwanthpura,0,0,1,1,,,,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
FKID006610,closed,True,12.9580733,77.5739611,unplanned,vehicle_breakdown,Non-corridor,Central Zone 2,bmtc_bus,2023-12-08 06:32:06.787000+00:00,6,4,Friday,12,December,1,Low,0,0,,,,Shivashankara circle,V.V.Puram (C.Pet),0,0,1,1,,,,"KR Main Road, Professor P Shivshankar Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)"
FKID006611,closed,True,12.9576963,77.5738038,unplanned,others,Non-corridor,Central Zone 2,N/A,2023-12-08 07:16:32.974000+00:00,7,4,Friday,12,December,1,Low,0,1,2023-12-08 08:42:01.369340+00:00,85.47325566666667,Fast,Shivashankara circle,V.V.Puram (C.Pet),0,0,1,1,,,,"KR Main Road, Professor P Shivshankar Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)"
FKID006612,closed,True,12.9531571,77.5390721,unplanned,vehicle_breakdown,West of Chord Road,West Zone 2,ksrtc_bus,2023-12-08 07:25:46.924000+00:00,7,4,Friday,12,December,1,High,1,0,,,,KIMCO Junction,Byatarayanapura,0,0,1,1,,,,"KR Market Road, Maruthi Nagar, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)"
FKID006613,closed,True,12.9967908,77.6141053,unplanned,vehicle_breakdown,Non-corridor,North Zone 1,lcv,2023-12-08 07:49:59.549000+00:00,7,4,Friday,12,December,1,Low,0,0,2023-12-08 08:57:29.123817+00:00,67.49291361666667,Fast,SindhiColonyJunction,Pulikeshinagar(F.Town),0,0,1,1,,,,"Mosque Road, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
FKID006614,closed,True,12.9367619,77.6042231,unplanned,vehicle_breakdown,Bannerghata Road,South Zone 2,bmtc_bus,2023-12-08 08:07:15.744000+00:00,8,4,Friday,12,December,1,High,1,0,,,,DairyCircle,Mico Layout,0,0,1,1,,,,"Hosur Road, CC Layout, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)"
FKID006615,closed,True,12.9978216,77.5516006,unplanned,vehicle_breakdown,West of Chord Road,West Zone 2,others,2023-12-08 08:22:15.577000+00:00,8,4,Friday,12,December,1,High,1,0,,,,Rajajinagar19thMainJunc,Rajajinagar,0,0,1,1,,,,"Padmabhushan Dr MC Modi Road, Star Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
